title,url,address,Latitude,Longitude,Unnamed: 3
제원하늘농원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5c0c8ea8-a328-48af-ae01-6daacbc3b6e3&big_category=A02&mid_category=A0203&big_area=39,제주특별자치도 제주시 조천읍 대흘북길 72-5,33.5034934,126.6664592,
하이힐링원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5ce7dbfc-e8a8-4c58-b1fe-b4fe1cc4be88&big_category=A02&mid_category=A0202&big_area=32,강원특별자치도 영월군 상동읍 섬지골길 113,37.1304284,128.7429285,
포천 허브힐링센터,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=cd54112c-a03f-463d-9bb7-16cf66372c59&big_category=A02&mid_category=A0203&big_area=31,경기도 포천시 신북면 청신로947번길 35,37.9653853,127.1316676,
클럽디 오아시스,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=c3c546ca-38b3-4211-af3d-7b85a9cd9677&big_category=A02&mid_category=A0202&big_area=6,부산광역시 해운대구 달맞이길 30 엘시티,35.1610628,129.1684498,
하늘호수,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=dfe3b1af-0a0e-4eff-bf27-b17ae6171ae7&big_category=A02&mid_category=A0203&big_area=36,경상남도 거창군 송계로 793,35.7839725,127.8145409,
제주901,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=4b5d17c1-e208-47b8-b3ca-a8b1731fc840&con_type=32,제주특별자치도 제주시 1100로 2977-10,33.4529974,126.4864001,
소백산 생태탐방원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=47b75df9-fe50-4be3-93df-7bb07cc2e952&big_category=A02&mid_category=A0202&big_area=35,경상북도 영주시 단산면 영단로 253,36.9722768,128.6086545,
더 스파 하스타,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2dcc4716-ed23-4be1-9b87-3de4eeee7b55&big_category=A02&mid_category=A0202&big_area=2,인천광역시 연수구 컨벤시아대로 153,37.3902354,126.6453929,
레인보우힐링센터,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=7778d36d-7f43-4227-b088-5f0c56683f05&big_category=A02&mid_category=A0202&big_area=33,충청북도 영동군 영동읍 영동힐링로 95,36.1570731,127.7854703,
JW 메리어트 제주 리조트 & 스파,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=6b4762fe-c55f-4e0d-82c5-9d43bfc3e9c3&con_type=32,제주특별자치도 서귀포시 태평로 152,33.242896,126.5381128,
완도해양치유센터,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6657664f-c91e-4457-8a76-8acdffad616e&big_category=A02&mid_category=A0202&big_area=38,전라남도 완도군 신지면 해양치유길 100,34.3298294,126.8242712,
에스투뷰텍 뷰라운지,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=4968dcbe-0ea2-4683-998d-5618662ab392&con_type=38,대구광역시 수성구 달구벌대로528길 15,35.8541797,128.6469074,
티테라피,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=c70ab4d7-0602-45d8-9af6-3346ff98bc3a&con_type=39,서울특별시 종로구 윤보선길 74,37.5791522,126.9835668,
로미지안 가든,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=d25be1de-543a-45e4-8b38-1a1f0980480e&big_category=A02&mid_category=A0203&big_area=32,강원특별자치도 정선군 북평면 어래길 20,37.4363828,128.6395914,
금풍양조장,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=ba6b0fb1-97d6-41bf-9fe3-9e238eaca45c&big_category=A02&mid_category=A0204&big_area=2,인천광역시 강화군 삼랑성길 8,37.6395964,126.4915188,
포레스트 리솜 해브나인 스파 (해브나인 힐링스파),https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=4d0f864f-6167-41c4-a9ff-f8be64fbb49d&big_category=A02&mid_category=A0202&big_area=33,충청북도 제천시 백운면 금봉로 365,37.1590333,128.0459297,
파크로쉬 리조트앤웰니스 (PARK ROCHE Resort&Wellness),https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=2234b19a-533b-4aab-be7d-b7eb75c1a8c4&con_type=32,강원특별자치도 정선군 북평면 중봉길 9-12,37.474937,128.6112768,
올리바인 스파,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=b981b598-d72b-44ab-af61-9e36da7e7996&big_category=A02&mid_category=A0202&big_area=1,서울특별시 종로구 통일로16길 4-1,37.5757366,126.9575752,
한방스파 여용국,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=88a7a5a2-5a37-4845-b23a-ac48d4ba3351&big_category=A02&mid_category=A0202&big_area=1,서울특별시 송파구 석촌호수로12길 60,37.5083554,127.0799025,
미리내힐빙클럽,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6ffd874e-7346-4e75-9ef9-ab41bdaa7f74&big_category=A02&mid_category=A0202&big_area=31,경기도 양평군 지평면 월산저수지길 21,37.4807811,127.6496178,
오색그린야드호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=09c49506-363e-4de0-9c1a-f891116a835c&con_type=32,강원특별자치도 양양군 서면 대청봉길 34,38.080654,128.4478104,
베니키아 프리미어 동해보양온천 컨벤션호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=aae3cfa9-7b5b-4e51-acb1-3782f0cfa878&con_type=32,강원특별자치도 동해시 동해대로 6285,37.5290323,129.1099341,
오크밸리,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=4a9a75d0-74f2-49a6-8e82-9f5854cbc626&con_type=32,강원특별자치도 원주시 지정면 오크밸리1길 66,37.4343617,127.8175122,
WE호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=46bcc2e6-17e1-409e-86be-e80e48b5f61c&con_type=32,제주특별자치도 서귀포시 1100로 453-95,33.2861489,126.4444554,
비스타 워커힐 서울,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=b89ee0ce-240a-4fcc-8015-829faee64a82&con_type=32,서울특별시 광진구 워커힐로 177,37.5551679,127.1114168,
메이필드호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=aaa0550e-99d2-436a-ae64-50b0f382826d&con_type=32,서울특별시 강서구 방화대로21길 94,37.5643945,126.811725,
경원재 앰배서더 인천,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=f0b666a4-b66e-47bc-9e89-810e0e54b057&con_type=32,인천광역시 연수구 테크노파크로 200,37.388285,126.6422858,
힐리언스 선마을,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=98aa8220-0b4e-41bc-961d-d3025a33cecf&con_type=32,강원특별자치도 홍천군 종자산길 122,37.6513499,127.6298495,
팜카밀레,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=aacc3e72-a74e-4f21-8b26-9e036b097ae9&big_category=A02&mid_category=A0203&big_area=34,충청남도 태안군 남면 우운길 56-19,36.6878277,126.2823121,
국립제천치유의숲,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=99a4d226-302e-4023-b2ce-80a86b1b1788&big_category=A01&mid_category=A0101&big_area=33,충청북도 제천시 청풍면 학현소야로 590,37.011284,128.2478214,
구이 안덕 건강힐링체험마을,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5b8fc4ae-cd51-4da3-bd92-116d5fa0c03a&big_category=A02&mid_category=A0203&big_area=37,전북특별자치도 완주군 구이면 장파길 72,35.6950733,127.09987,
더 스파 앳 파라다이스,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=b8ff32a2-e341-414c-9be6-59e3fa1d0fef&big_category=A02&mid_category=A0203&big_area=2,인천광역시 중구 영종해안남로321번길 186,37.4369252,126.4565208,
순창 쉴랜드,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=90f9ae4d-254c-456f-8410-0bad19d4d47d&big_category=A02&mid_category=A0203&big_area=37,전북특별자치도 순창군 인계면 인덕로 427-128,35.4322832,127.1317862,
설해원,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=f5196f7f-4f80-461e-8888-f3effd1bee93&con_type=32,강원특별자치도 양양군 손양면 공항로 230,38.0533434,128.6630572,
서울한방진흥센터,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=faf5b907-fb5e-4285-b316-b8264cb2bd14&con_type=14,서울특별시 동대문구 약령중앙로 26,37.5806549,127.0376267,
리조트 스파밸리,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=12d557db-db3d-4c87-8778-8f2ef7ad4280&con_type=32,대구광역시 달성군 가창면 가창로 891,35.7872201,128.6353983,
전남권 환경성질환 예방관리센터,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0985d752-9f14-4618-afdc-082debc9db02&big_category=A02&mid_category=A0203&big_area=38,전라남도 보성군 웅치면 대산길 329-126,34.6916293,126.9915272,
테라피 스파 소베,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=125bb51c-baf7-459b-a808-90b4b7e1a47c&big_category=A02&mid_category=A0202&big_area=5,광주광역시 서구 상무연하로 33,35.1512742,126.8499321,
국립김천치유의숲,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=09bf19e6-2100-414a-83c3-581eed3cec87&big_category=A01&mid_category=A0101&big_area=35,경상북도 김천시 증산면 수도길 1237-89,35.8412554,128.0105286,
SPA 1899,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5657a8b8-6da7-4834-b08b-3abff86adbb7&big_category=A02&mid_category=A0202&big_area=1,서울특별시 강남구 영동대로 416,37.5066085,127.0653699,
서귀포 치유의 숲,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=728d182d-9d26-479d-b975-9d6ffb3099c5&big_category=A01&mid_category=A0101&big_area=39,제주특별자치도 서귀포시 산록남로 2271,33.3025489,126.5245747,
한화리조트 거제 벨버디어,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=21c62f2a-8ca9-48b4-bb44-075543b4ab3d&con_type=32,경상남도 거제시 장목면 거제북로 2501-40,35.0077457,128.711752,
진안 홍삼스파,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=f61fb452-001f-4251-80fc-f05c8328cca8&big_category=A02&mid_category=A0202&big_area=37,전북특별자치도 진안군 진안읍 외사양길 16-10,35.7760798,127.4175608,
금강송 에코리움,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=09be7adb-9af1-4caa-b056-84aff1c81665&big_category=A01&mid_category=A0101&big_area=35,경상북도 울진군 금강송면 십이령로 552,36.9746322,129.2115613,
편백나무숲속 나폴리농원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2b33bf09-693c-4d0a-a6a3-1e9f7775a3a8&big_category=A02&mid_category=A0203&big_area=36,경상남도 통영시 산양읍 미륵산길 152,34.8019291,128.4238851,
아원,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ccde89d6-32f7-456d-b82b-25255b3c11d6&con_type=32,전북특별자치도 완주군 소양면 송광수만로 516-7,35.9035178,127.2446231,
뮤지엄산,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=2aa0e2bf-f20c-4961-936a-be7822ca882b&con_type=14,강원특별자치도 원주시 지정면 오크밸리2길 260,37.4111523,127.8154961,
순천만국가정원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=26cbdc82-063d-4e57-8bc6-9136938cc88d&big_category=A02&mid_category=A0202&big_area=38,전라남도 순천시 국가정원1호길 47,34.9284391,127.4982691,
깊은산속 옹달샘,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=00cc83f5-d93c-4b1e-927d-0f143745030e&big_category=A02&mid_category=A0203&big_area=33,충청북도 충주시 노은면 우성1길 201-61,37.0257124,127.7513015,
모명재,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1a472527-1790-4710-8b7a-8a6eef763a0f&big_category=A02&mid_category=A0201&big_area=4,대구광역시 수성구 달구벌대로527길 13-5,35.8581582,128.6516492,
동해무릉건강숲,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0682c93e-d31d-4232-ad41-9d8dcac11cc0&big_category=A02&mid_category=A0202&big_area=32,강원특별자치도 동해시 삼화로 455,37.4653201,129.0314055,
스파랜드 센텀시티,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=b2f8cf27-98bb-43ef-9f9e-f746a7ad556e&big_category=A02&mid_category=A0202&big_area=6,부산광역시 해운대구 센텀남대로 35,35.1689218,129.1296311,
국립장성숲체원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=896100fb-3c6c-44bc-920f-7bf893703c28&big_category=A01&mid_category=A0101&big_area=38,전라남도 장성군 북이면 방장로 353,35.4468845,126.7505289,
국립대운산치유의숲,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=aac9e0fc-bb7a-48cc-9efe-1b7303347b95&big_category=A01&mid_category=A0101&big_area=7,울산광역시 울주군 온양읍 대운상대길 225-92,35.3937566,129.2243234,
하이원리조트,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=aee00ce5-7107-439d-9fdd-c1f95ee5a23e&con_type=32,강원특별자치도 정선군 고한읍 하이원길 424,37.2054828,128.8377333,
모나용평,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=912ff714-ea58-42a8-b37c-dfc577b078f2&con_type=32,강원특별자치도 평창군 대관령면 올림픽로 715,37.6457252,128.6806395,
국립산림치유원,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=02e139e8-92c9-4d49-b146-1011989c67e2&big_category=A01&mid_category=A0101&big_area=35,경상북도 영주시 봉현면 테라피로 209,36.8576085,128.4725093,
"해운대 위에서 즐기는 온천 스파&워터파크, 부산 클럽디오아시스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=571614d1-f732-4355-9a68-86ad5ebb399a&con_type=10600,"부산광역시 해운대구 달맞이길 30, 엘시티 3~6층",35.1605562,129.1687869,
"프리미엄 리조트, 웰니스를 만나다 - 오크밸리 리조트",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=12bc9bf5-7a5f-4908-b717-f151cd526632&con_type=10600,강원특별자치도 원주시 지정면 오크밸리 1길 66,37.4343617,127.8175122,
"온전한 ‘쉼’을 통해 새로운 나를 만나다, 완주 아원고택",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=17d508c4-f50f-4e64-a8c7-fd5a6d96c2ff&con_type=10600,전북특별자치도 완주군 소양면 송광수만수로 516-7,35.8577755,127.2557093,
"나와 만나는 내 안의 숲, 대구 군위 사유원 ",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=fbb2b8ab-b87f-4bf7-88d0-2cf5ea151b28&con_type=10600,대구광역시 군위군 부계면 치산효령로 1150,36.0977429,128.6886839,
"소곤소곤, 백 년의 이야기가 발효되는 ‘금풍양조장’",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=524cc809-4535-4b93-982c-264384c8786f&con_type=10600,인천광역시 강화군 길상면 삼랑성길 8,37.6395964,126.4915188,
"MZ들에게 인정받은 힐링 핫플, 미리내 힐빙클럽",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=b8afbca2-b622-4688-bf9d-1dfb6ba8c3c7&con_type=10600,경기 양평군 지평면 월산저수지길 21,37.4807811,127.6496178,
"건강해지는 법을 배워가는 시간, 힐리언스 선마을",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=1313c5e9-7455-42fa-bc4c-b278c9b69b21&con_type=10600,강원특별자치도 홍천군 서면 종자산길 122,37.6513499,127.6298495,
"제주도가 품은 신비의 화산 숲, 환상숲곶자왈공원",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=df087342-53ea-478f-b7f0-7f94f551b7b7&con_type=10600,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.3229494,126.263523,
소중한 당신의 모발을 위한 한방 힐링 헤드스파,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=7620574e-e0e0-4b69-9710-e6d1edb64f7f&con_type=10600,서울특별시 강남구 선릉로132길 33,37.5185931,127.0438839,
5성급 호텔에서 누리는 최상의 웰니스 라이프,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=7dd358b3-c96a-4154-907a-da0c6cd81f4f&con_type=10600,서울특별시 강서구 방화대로 94,37.5471123,126.8181901,
"당신만을 위한 프리미엄 요트 니드라, 현대요트 인천",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=de012321-cf91-42d3-bd6d-8f3fdef4a63a&con_type=10600,인천광역시 중구 왕산마리나길 143,37.4565124,126.3573482,
"손끝에서 전해오는 고귀한 치유의 힘, 더 스파 하스타",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=18b1a9ab-459c-4dc5-ac29-c3c90247f8b6&con_type=10600,"인천광역시 연수구 컨벤시아대로 153, 쉐라톤 그랜드 인천 6층",37.3902477,126.6455026,
"젊음을 유지하는 비결, 삼척활기치유의 숲",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=493fbb66-55fb-4dce-baad-ff45f3b56147&con_type=10600,강원도 삼척시 미로면 준경길 651-230,37.385457,129.0539262,
다채로움을 즐기는 좌구산 자연휴양림,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=b1b2067a-1441-4835-a901-33db8ca8928c&con_type=10600,충북 증평군 증평읍 솟점말길 107,36.7084014,127.6527688,
하루의 시작과 끝을 함께하는 하이원 HAO,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=81db68e4-8a01-4bd5-a9ac-9e616d06176c&con_type=10600,강원도 정선군 고한읍 하이원길 424 그랜드 호텔 컨벤션타워 5층 HAO 센터,37.2054828,128.8377333,
낭만적인 사랑 이야기가 깃든 로미지안 가든,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=79aa70f3-02ae-4d6c-b87e-84e65fbc3d03&con_type=10600,강원도 정선군 북평면 어도원길 12,37.4427518,128.6412691,
"고품격 아름다움, 더 스파 앳 파라다이스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=949def59-b649-437c-8dd7-f0fd829338b1&con_type=10600,인천광역시 중구 영종해안남로 321번길 186 파라다이스시티 레드윙 3층,37.4370234,126.4559197,
"차와 명상에 오롯이 취하는 시간, 취다선 리조트",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=99629a93-523d-4e98-86ec-625e433afcd5&con_type=10600,제주도 서귀포시 성산읍 해맞이해안로 2688,33.4718627,126.9128692,
"제주의 자연을 만나다, 서귀포 치유의 숲",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=3d13e623-f652-43cb-a7c7-1d0adc8950df&con_type=10600,제주도 서귀포시 산록남로2271,33.3025489,126.5245747,
"국내 최대 규모의 한방 테마파크, 산청 동의보감촌",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=3c375301-489b-4ef2-adff-0ad2cdb11902&con_type=10600,경상남도 산청군 금서면 동의보감로 555번길 45-6,35.441087,127.8290757,
"내 피부에 꼭 맞춘 천연 화장품 제작기, 하늘호수",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=cc53d27f-4645-475d-99e1-fed859be6972&con_type=10600,경상북도 거창군 북상면 송계로 793,35.7839725,127.8145409,
"내 피부에 꼭 맞춘 천연 화장품 제작기, 하늘호수",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=cc53d27f-4645-475d-99e1-fed859be6972&con_type=10600,경상북도 경산시 와촌면 갓바위로 115,35.9685098,128.7896266,
휴대폰을 잠시 내려놓고 나를 만나는 시간 인문힐링센터여명,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=02a63404-05d8-46c2-bd33-2c856ec0c8e9&con_type=10600,경상북도 영덕군 창수면 장육사1길 203,36.5972433,129.2988248,
"녹차향에 취해, 전남권 환경성질환 예방관리센터",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a5bf566d-31fe-478e-ba64-f939f87e0b58&con_type=10600,전라남도 보성군 움치면 대산길 329-126,34.6916293,126.9915272,
"태양과 바다의 에너지를 품은 곳, 태평염전 해양힐링스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=7c7bb924-a65b-432d-b54b-a19e77deedbe&con_type=10600,전남 신안군 증도면 대초리 1648,34.9961327,126.1746998,
나만의 아름다움을 찾는 여행 에덴힐스 뷰티&힐링파크,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=e85d18d4-9b8c-4090-8001-84aaeb58ff8d&con_type=10600,충청남도 홍성군 서부면 와룡로 126번길 76-64,36.5723907,126.5294418,
면역력 높여주는 힐링 플레이스 오색그린야드호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a068e8ed-4b35-4de8-b81d-32cdac0c8c73&con_type=10600,강원도 양양군 서면 대청봉길 34,38.080654,128.4478104,
사람을 품고 기르며 쉬게 하는 산. 용평리조트 발왕산,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=044f7b77-efb4-4434-aa1d-f4fe0d11e2d6&con_type=10600,강원도 평창군 대관령면 올림픽로 715,37.6457252,128.6806395,
"격조 높은 웰니스를 경험하다, 파크로쉬 리조트앤웰니스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=02e3090c-f836-48e1-8f2e-f8d1bb2a0b36&con_type=10600,강원도 정선군 북평면 중봉길 9-12,37.474937,128.6112768,
"고요한 명상의 세계로 가는 문, 뮤지엄SAN 명상관",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=f442df77-6c97-4943-8081-dbc68bcc9b4e&con_type=10600,강원도 원주시 지정면 오크밸리2길 260,37.4111523,127.8154961,
"남녀노소 모두를 위한 도심 속 웰니스 명당, 아쿠아필드 고양",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=84128fcc-cc0d-4dee-be4f-74b81a131079&con_type=10600,경기도 고양시 고양대로 1955 스타필드 고양 4층,37.6471792,126.8951905,
"싱그러운 허브나라, 허브아일랜드 허브힐링 센터",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=1874814c-308a-4faf-940c-d1029f95cbde&con_type=10600,경기도 포천시 신북면 청신로 947번길 35 허브 아일랜드 힐링존 매표소 위,37.9654806,127.131773,
"웰니스 종합 힐링 시설, Resort 스파밸리",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=c12ee816-8207-4ba7-87e5-b7a4c93e4ea5&con_type=10600,대구광역시 달성군 가창면 가창로 891번지,35.7872201,128.6353983,
쪽빛 바다를 품은 스파랜드 센텀시티,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=421dd40d-d79d-4e41-a1b3-89cdd59bb2bb&con_type=10600,"부산광역시 해운대구 센텀남대로35, 신세계백화점 센텀시티점 1층",35.1689218,129.1296311,
"맞춤형 메디컬 스파, 올리바인 스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce852e44-3ec1-4cb4-83b1-441a12b1e0f2&con_type=10600,서울특별시 종로구 통일로 16길 4-1,37.5757366,126.9575752,
